utterance,speaker,gender,session,emotion
S02H-M01-S-FM02,M01,M,02,N
S02H-M01-S-MF01,M01,M,02,H
S02H-M01-S-MF02,M01,M,02,H
S02H-M01-S-MF03,M01,M,02,H
S02H-M01-S-MF04,M01,M,02,H
S02H-F01-T-FM01,F01,F,02,N
S02H-M01-T-MF01,M01,M,02,N
S02N-F01-P-FM01,F01,F,02,N
S02N-F01-P-FM02,F01,F,02,N
S02N-F01-P-FM03,F01,F,02,N
S02N-M01-P-FM01,M01,M,02,N
S02N-M01-P-MF01,M01,M,02,N
S02N-M01-R-MM01,M01,M,02,N
S02N-M01-R-MM02,M01,M,02,N
S02N-F01-S-FM01,F01,F,02,S
S02N-F01-S-FM02,F01,F,02,S
S02N-F01-S-FM03,F01,F,02,N
S02N-F01-S-MF01,F01,F,02,N
S02N-M01-S-FM01,M01,M,02,N
S02N-M01-S-FM02,M01,M,02,N
S02N-M01-S-FM03,M01,M,02,N
S02N-M01-S-MF01,M01,M,02,N
S02N-M01-S-MF02,M01,M,02,N
S02N-F01-T-FM01,F01,F,02,N
S02N-M01-T-MF01,M01,M,02,N
S02S-F01-P-FM01,F01,F,02,H
S02S-F01-P-MF01,F01,F,02,N
S02S-M01-P-FM01,M01,M,02,N
S02S-M01-P-MF01,M01,M,02,N
S02S-M01-P-MF02,M01,M,02,N
S02S-M01-P-MF03,M01,M,02,N
S02S-M01-R-MM01,M01,M,02,N
S02S-F01-S-FM01,F01,F,02,S
S02S-F01-S-FM02,F01,F,02,S
S02S-F01-S-FM03,F01,F,02,S
S02S-F01-S-FM04,F01,F,02,S
S02S-F01-S-MF01,F01,F,02,N
S02S-F01-S-MF02,F01,F,02,S
S02S-F01-S-MF03,F01,F,02,N
S02S-M01-S-FM01,M01,M,02,N
S02S-M01-S-FM02,M01,M,02,N
S02S-M01-S-FM03,M01,M,02,N
S02S-M01-S-MF01,M01,M,02,S
S02S-M01-S-MF02,M01,M,02,S
S02S-M01-S-MF03,M01,M,02,N
S02S-F01-T-FM01,F01,F,02,S
S02S-M01-T-MF01,M01,M,02,N
S03A-F01-P-FM01,F01,F,03,H
S03A-M01-P-FM01,M01,M,03,N
S03A-M01-P-MF01,M01,M,03,H
S03A-M01-P-MF02,M01,M,03,N
S03A-M01-R-MM01,M01,M,03,A
S03A-F01-S-FM01,F01,F,03,A
S03A-F01-S-FM02,F01,F,03,A
S03A-F01-S-MF01,F01,F,03,N
S03A-F01-S-MF03,F01,F,03,H
S03A-F01-S-MF04,F01,F,03,H
S03A-M01-S-FM01,M01,M,03,S
S03A-M01-S-FM02,M01,M,03,S
S03A-M01-S-MF01,M01,M,03,A
S03A-M01-S-MF02,M01,M,03,A
S03A-M01-S-MF03,M01,M,03,H
S03A-M01-S-MF04,M01,M,03,S
S03A-F01-T-FM01,F01,F,03,A
S03A-M01-T-MF01,M01,M,03,N
S03H-F01-P-FM01,F01,F,03,H
S03H-M01-P-FM01,M01,M,03,N
S03H-M01-P-MF01,M01,M,03,H
S03H-F01-S-FM01,F01,F,03,H
S03H-F01-S-FM02,F01,F,03,H
S03H-F01-S-MF01,F01,F,03,H
S03H-F01-S-MF02,F01,F,03,H
S03H-M01-S-FM01,M01,M,03,N
S03H-M01-S-FM02,M01,M,03,N
S03H-M01-S-FM03,M01,M,03,N
S03H-M01-S-FM04,M01,M,03,N
S03H-M01-S-MF02,M01,M,03,N
S03H-F01-T-FM01,F01,F,03,H
S03H-M01-T-MF01,M01,M,03,N
S03N-F01-P-FM01,F01,F,03,N
S03N-F01-P-MF01,F01,F,03,N
S03N-M01-P-FM01,M01,M,03,H
S03N-M01-P-MF01,M01,M,03,N
S03N-M01-R-MM01,M01,M,03,N
S03N-M01-R-MM02,M01,M,03,N
S03N-F01-S-FM01,F01,F,03,N
S03N-F01-S-FM02,F01,F,03,N
S03N-F01-S-MF01,F01,F,03,H
S03N-F01-S-MF02,F01,F,03,N
S03N-M01-S-FM01,M01,M,03,N
S03N-M01-S-FM02,M01,M,03,N
S03N-M01-S-FM03,M01,M,03,N
S03N-M01-S-MF01,M01,M,03,N
S03N-M01-S-MF02,M01,M,03,N
S03N-F01-T-FM01,F01,F,03,N
S03N-M01-T-MF01,M01,M,03,N
S03S-F01-P-FM01,F01,F,03,H
S03S-F01-P-FM02,F01,F,03,H
S03S-F01-P-MF01,F01,F,03,H
S03S-F01-P-MF02,F01,F,03,H
S03S-F01-P-MF03,F01,F,03,H
S03S-M01-P-FM02,M01,M,03,H
S03S-M01-P-MF01,M01,M,03,H
S03S-M01-P-MF02,M01,M,03,N
S03S-M01-P-MF03,M01,M,03,N
S03S-M01-R-MM01,M01,M,03,A
S03S-F01-S-FM01,F01,F,03,S
S03S-F01-S-FM02,F01,F,03,S
S03S-F01-S-FM03,F01,F,03,S
S03S-F01-S-MF01,F01,F,03,N
S03S-F01-S-MF02,F01,F,03,S
S03S-F01-S-MF03,F01,F,03,N
S03S-F01-S-MF04,F01,F,03,S
S03S-M01-S-FM01,M01,M,03,N
S03S-M01-S-FM02,M01,M,03,N
S03S-M01-S-MF01,M01,M,03,N
S03S-M01-S-MF02,M01,M,03,N
S03S-M01-S-MF03,M01,M,03,S
S03S-M01-S-MF04,M01,M,03,N
S03S-F01-T-FM01,F01,F,03,S
S03S-M01-T-MF01,M01,M,03,N
S04A-F01-P-FM01,F01,F,04,N
S04A-F01-P-FM02,F01,F,04,N
S04A-F01-P-MF01,F01,F,04,N
S04A-M01-P-MF01,M01,M,04,N
S04A-M01-P-MF02,M01,M,04,N
S04A-M01-R-MM01,M01,M,04,A
S04A-F01-S-FM01,F01,F,04,A
S04A-F01-S-FM02,F01,F,04,A
S04A-F01-S-MF01,F01,F,04,H
S04A-F01-S-MF02,F01,F,04,N
S04A-F01-S-MF03,F01,F,04,N
S04A-F01-S-MF04,F01,F,04,N
S04A-M01-S-FM01,M01,M,04,N
S04A-M01-S-FM02,M01,M,04,S
S04A-M01-S-FM03,M01,M,04,N
S04A-M01-S-MF02,M01,M,04,A
S04A-M01-S-MF03,M01,M,04,A
S04A-M01-S-MF04,M01,M,04,N
S04A-F01-T-FM01,F01,F,04,N
S04A-M01-T-MF01,M01,M,04,A
S04H-F01-P-FM01,F01,F,04,N
S04H-M01-P-FM01,M01,M,04,N
S04H-M01-R-MM01,M01,M,04,N
S04H-F01-S-FM01,F01,F,04,H
S04H-F01-S-FM02,F01,F,04,H
S04H-F01-S-MF01,F01,F,04,H
S04H-F01-S-MF02,F01,F,04,H
S04H-M01-S-FM01,M01,M,04,N
S04H-M01-S-FM02,M01,M,04,H
S04H-M01-S-MF03,M01,M,04,N
S04H-F01-T-FM01,F01,F,04,H
S04H-M01-T-MF01,M01,M,04,N
S04N-F01-P-FM01,F01,F,04,N
S04N-F01-P-FM02,F01,F,04,N
S04N-F01-P-MF01,F01,F,04,N
S04N-M01-P-FM01,M01,M,04,N
S04N-M01-P-FM02,M01,M,04,N
S04N-M01-P-MF01,M01,M,04,N
S04N-M01-R-MM01,M01,M,04,N
S04N-M01-R-MM02,M01,M,04,A
S04N-F01-S-FM01,F01,F,04,N
S04N-F01-S-FM02,F01,F,04,N
S04N-F01-S-MF01,F01,F,04,H
S04N-F01-S-MF02,F01,F,04,H
S04N-M01-S-FM01,M01,M,04,N
S04N-M01-S-FM02,M01,M,04,N
S04N-M01-S-FM03,M01,M,04,N
S04N-M01-S-MF01,M01,M,04,H
S04N-F01-T-FM01,F01,F,04,N
S04N-M01-T-MF01,M01,M,04,N
S04S-F01-P-FM01,F01,F,04,N
S04S-F01-P-MF01,F01,F,04,N
S04S-M01-P-MF01,M01,M,04,N
S04S-F01-S-FM01,F01,F,04,S
S04S-F01-S-FM02,F01,F,04,S
S04S-F01-S-FM03,F01,F,04,S
S04S-F01-S-MF01,F01,F,04,S
S04S-F01-S-MF02,F01,F,04,N
S04S-F01-S-MF03,F01,F,04,S
S04S-M01-S-FM01,M01,M,04,N
S04S-M01-S-FM02,M01,M,04,N
S04S-M01-S-FM03,M01,M,04,N
S04S-M01-S-MF01,M01,M,04,S
S04S-M01-S-MF02,M01,M,04,S
S04S-M01-S-MF03,M01,M,04,S
S04S-F01-T-FM01,F01,F,04,S
S04S-M01-T-MF01,M01,M,04,S
S05A-F01-P-FM01,F01,F,05,H
S05A-F01-P-MF01,F01,F,05,H
S05A-F01-P-MF02,F01,F,05,H
S05A-M01-P-FM01,M01,M,05,N
S05A-M01-P-MF01,M01,M,05,N
S05A-M01-P-MF02,M01,M,05,N
S05A-M01-P-MF03,M01,M,05,H
S05A-M01-P-MF04,M01,M,05,N
S05A-M01-P-MF05,M01,M,05,N
S05A-M01-P-MF06,M01,M,05,N
S05A-M01-R-MM01,M01,M,05,A
S05A-F01-S-FM01,F01,F,05,A
S05A-F01-S-FM02,F01,F,05,A
S05A-F01-S-FM03,F01,F,05,A
S05A-F01-S-MF02,F01,F,05,N
S05A-F01-S-MF03,F01,F,05,A
S05A-F01-S-MF04,F01,F,05,N
S05A-F01-S-MF05,F01,F,05,N
S05A-F01-S-MF06,F01,F,05,N
S05A-F01-S-MF07,F01,F,05,N
S05A-F01-S-MF08,F01,F,05,A
S05A-F01-S-MF09,F01,F,05,N
S05A-M01-S-FM02,M01,M,05,N
S05A-M01-S-FM03,M01,M,05,N
S05A-M01-S-MF01,M01,M,05,A
S05A-M01-S-MF02,M01,M,05,A
S05A-M01-S-MF03,M01,M,05,A
S05A-M01-S-MF04,M01,M,05,A
S05A-M01-S-MF05,M01,M,05,N
S05A-M01-S-MF06,M01,M,05,A
S05A-M01-S-MF07,M01,M,05,A
S05A-M01-S-MF08,M01,M,05,A
S05A-M01-S-MF09,M01,M,05,A
S05A-F01-T-FM01,F01,F,05,A
S05A-M01-T-MF01,M01,M,05,A
S05H-F01-P-FM01,F01,F,05,N
S05H-F01-P-FM02,F01,F,05,N
S05H-F01-P-FM03,F01,F,05,N
S05H-F01-P-FM04,F01,F,05,N
S05H-M01-P-FM01,M01,M,05,N
S05H-M01-P-FM02,M01,M,05,N
S05H-M01-P-FM03,M01,M,05,N
S05H-M01-P-FM04,M01,M,05,N
S05H-M01-P-MF03,M01,M,05,N
S05H-M01-R-MM01,M01,M,05,A
S05H-F01-S-FM01,F01,F,05,H
S05H-F01-S-FM02,F01,F,05,H
S05H-F01-S-MF01,F01,F,05,H
S05H-F01-S-MF02,F01,F,05,N
S05H-F01-S-MF03,F01,F,05,H
S05H-F01-S-MF04,F01,F,05,N
S05H-M01-S-FM01,M01,M,05,N
S05H-M01-S-FM02,M01,M,05,H
S05H-M01-S-MF01,M01,M,05,H
S05H-M01-S-MF02,M01,M,05,H
S05H-F01-T-FM01,F01,F,05,H
S05H-M01-T-MF01,M01,M,05,N
S05N-F01-P-FM01,F01,F,05,N
S05N-F01-P-FM02,F01,F,05,N
S05N-F01-P-MF01,F01,F,05,N
S05N-F01-P-MF02,F01,F,05,N
S05N-M01-P-FM01,M01,M,05,N
S05N-M01-P-MF01,M01,M,05,N
S05N-M01-P-MF02,M01,M,05,N
S05N-M01-R-MM01,M01,M,05,N
S05N-M01-R-MM02,M01,M,05,A
S05N-F01-S-FM01,F01,F,05,N
S05N-F01-S-FM02,F01,F,05,S
S05N-F01-S-MF01,F01,F,05,N
S05N-M01-S-FM01,M01,M,05,N
S05N-M01-S-FM02,M01,M,05,N
S05N-M01-S-MF01,M01,M,05,N
S05N-M01-S-MF02,M01,M,05,N
S05N-F01-T-FM01,F01,F,05,N
S05N-M01-T-MF01,M01,M,05,N
S05S-F01-P-FM01,F01,F,05,N
S05S-F01-P-MF01,F01,F,05,H
S05S-F01-P-MF02,F01,F,05,N
S05S-F01-P-MF03,F01,F,05,N
S05S-M01-P-MF01,M01,M,05,A
S05S-M01-P-MF02,M01,M,05,N
S05S-M01-P-MF03,M01,M,05,N
S05S-F01-S-FM01,F01,F,05,S
S05S-F01-S-FM02,F01,F,05,S
S05S-F01-S-MF01,F01,F,05,S
S05S-F01-S-MF02,F01,F,05,S
S05S-F01-S-MF03,F01,F,05,S
S05S-M01-S-FM02,M01,M,05,S
S05S-M01-S-MF01,M01,M,05,S
S05S-M01-S-MF02,M01,M,05,S
S05S-F01-T-FM01,F01,F,05,S
S05S-M01-T-MF01,M01,M,05,S
S06A-F01-P-FM01,F01,F,06,N
S06A-F01-P-FM02,F01,F,06,N
S06A-F01-P-FM03,F01,F,06,N
S06A-F01-P-MF01,F01,F,06,N
S06A-F01-P-MF02,F01,F,06,H
S06A-F01-P-MF03,F01,F,06,N
S06A-M01-P-FM01,M01,M,06,N
S06A-M01-P-FM02,M01,M,06,N
S06A-M01-P-MF01,M01,M,06,N
S06A-M01-P-MF02,M01,M,06,N
S06A-M01-P-MF03,M01,M,06,A
S06A-M01-P-MF04,M01,M,06,A
S06A-M01-R-MM01,M01,M,06,A
S06A-M01-R-MM02,M01,M,06,A
S06A-F01-S-FM02,F01,F,06,A
S06A-F01-S-MF01,F01,F,06,N
S06A-F01-S-MF02,F01,F,06,N
S06A-M01-S-FM01,M01,M,06,N
S06A-M01-S-FM02,M01,M,06,N
S06A-M01-S-MF01,M01,M,06,A
S06A-M01-S-MF02,M01,M,06,A
S06A-M01-S-MF03,M01,M,06,A
S06A-M01-S-MF04,M01,M,06,A
S06A-F01-T-FM01,F01,F,06,A
S06A-M01-T-MF01,M01,M,06,A
S06H-F01-P-FM01,F01,F,06,H
S06H-F01-P-FM02,F01,F,06,H
S06H-F01-P-MF01,F01,F,06,H
S06H-F01-P-MF02,F01,F,06,H
S06H-F01-P-MF03,F01,F,06,H
S06H-M01-P-FM02,M01,M,06,H
S06H-M01-P-MF01,M01,M,06,N
S06H-M01-P-MF02,M01,M,06,N
S06H-M01-P-MF03,M01,M,06,H
S06H-M01-R-MM01,M01,M,06,A
S06H-M01-R-MM02,M01,M,06,A
S06H-F01-S-FM01,F01,F,06,H
S06H-F01-S-MF01,F01,F,06,H
S06H-F01-S-MF02,F01,F,06,H
S06H-M01-S-FM01,M01,M,06,N
S06H-M01-S-FM02,M01,M,06,H
S06H-M01-S-FM03,M01,M,06,H
S06H-M01-S-MF01,M01,M,06,H
S06H-F01-T-FM01,F01,F,06,H
S06H-M01-T-MF01,M01,M,06,N
S06N-F01-P-FM01,F01,F,06,N
S06N-F01-P-FM02,F01,F,06,N
S06N-F01-P-MF02,F01,F,06,H
S06N-M01-P-FM01,M01,M,06,N
S06N-M01-P-FM02,M01,M,06,N
S06N-M01-P-FM03,M01,M,06,N
S06N-M01-P-MF01,M01,M,06,N
S06N-M01-P-MF02,M01,M,06,N
S06N-M01-P-MF03,M01,M,06,N
S06N-M01-R-MM01,M01,M,06,N
S06N-F01-S-FM01,F01,F,06,N
S06N-F01-S-FM02,F01,F,06,N
S06N-F01-S-MF01,F01,F,06,N
S06N-F01-S-MF02,F01,F,06,N
S06N-M01-S-FM01,M01,M,06,N
S06N-M01-S-FM02,M01,M,06,N
S06N-M01-S-FM03,M01,M,06,N
S06N-M01-S-MF01,M01,M,06,N
S06N-M01-S-MF02,M01,M,06,N
S06N-F01-T-FM01,F01,F,06,N
S06S-F01-P-FM01,F01,F,06,S
S06S-F01-P-FM02,F01,F,06,N
S06S-F01-P-MF01,F01,F,06,S
S06S-M01-P-FM01,M01,M,06,N
S06S-M01-P-MF01,M01,M,06,S
S06S-M01-P-MF02,M01,M,06,S
S06S-M01-P-MF03,M01,M,06,S
S06S-M01-R-MM01,M01,M,06,N
S06S-F01-S-FM01,F01,F,06,S
S06S-F01-S-FM02,F01,F,06,S
S06S-F01-S-MF01,F01,F,06,S
S06S-F01-S-MF02,F01,F,06,S
S06S-M01-S-FM01,M01,M,06,S
S06S-M01-S-FM02,M01,M,06,S
S06S-M01-S-MF01,M01,M,06,S
S06S-F01-T-FM01,F01,F,06,S
S06S-M01-T-MF01,M01,M,06,S
S07A-F01-P-FM01,F01,F,07,H
S07A-F01-P-FM02,F01,F,07,H
S07A-F01-P-FM03,F01,F,07,H
S07A-F01-P-MF01,F01,F,07,N
S07A-M01-P-FM01,M01,M,07,H
S07A-M01-P-FM03,M01,M,07,H
S07A-M01-P-FM04,M01,M,07,H
S07A-M01-P-MF01,M01,M,07,N
S07A-M01-P-MF02,M01,M,07,A
S07A-M01-P-MF03,M01,M,07,N
S07A-M01-R-MM01,M01,M,07,A
S07A-M01-R-MM02,M01,M,07,A
S07A-F01-S-FM01,F01,F,07,A
S07A-F01-S-FM02,F01,F,07,A
S07A-F01-S-FM03,F01,F,07,A
S07A-F01-S-MF01,F01,F,07,S
S07A-F01-S-MF02,F01,F,07,N
S07A-F01-S-MF03,F01,F,07,N
S07A-M01-S-FM01,M01,M,07,S
S07A-M01-S-FM02,M01,M,07,N
S07A-M01-S-FM03,M01,M,07,N
S07A-M01-S-MF01,M01,M,07,N
S07A-M01-S-MF02,M01,M,07,A
S07A-M01-S-MF03,M01,M,07,A
S07A-M01-T-MF01,M01,M,07,A
S07H-F01-P-FM03,F01,F,07,H
S07H-F01-P-FM04,F01,F,07,H
S07H-F01-P-MF01,F01,F,07,N
S07H-F01-P-MF02,F01,F,07,N
S07H-F01-P-MF03,F01,F,07,N
S07H-M01-P-FM01,M01,M,07,N
S07H-M01-P-FM02,M01,M,07,N
S07H-M01-P-FM03,M01,M,07,N
S07H-M01-P-MF01,M01,M,07,N
S07H-M01-P-MF02,M01,M,07,N
S07H-M01-P-MF03,M01,M,07,N
S07H-M01-P-MF04,M01,M,07,N
S07H-M01-R-MM01,M01,M,07,H
S07H-M01-R-MM02,M01,M,07,H
S07H-F01-S-FM01,F01,F,07,H
S07H-F01-S-FM02,F01,F,07,H
S07H-F01-S-MF01,F01,F,07,H
S07H-F01-S-MF02,F01,F,07,H
S07H-F01-S-MF03,F01,F,07,H
S07H-F01-S-MF04,F01,F,07,H
S07H-M01-S-FM01,M01,M,07,H
S07H-M01-S-FM02,M01,M,07,H
S07H-M01-S-MF01,M01,M,07,H
S07H-M01-S-MF02,M01,M,07,N
S07H-M01-S-MF03,M01,M,07,N
S07H-F01-T-FM01,F01,F,07,H
S07H-M01-T-MF01,M01,M,07,H
S07N-F01-P-FM01,F01,F,07,N
S07N-F01-P-FM02,F01,F,07,N
S07N-F01-P-MF01,F01,F,07,N
S07N-F01-P-MF02,F01,F,07,N
S07N-M01-P-FM01,M01,M,07,N
S07N-M01-P-FM02,M01,M,07,N
S07N-M01-P-MF01,M01,M,07,N
S07N-M01-P-MF02,M01,M,07,N
S07N-M01-P-MF03,M01,M,07,N
S07N-M01-R-MM01,M01,M,07,N
S07N-F01-S-FM01,F01,F,07,N
S07N-F01-S-MF01,F01,F,07,N
S07N-F01-S-MF02,F01,F,07,N
S07N-M01-S-FM01,M01,M,07,N
S07N-M01-S-FM02,M01,M,07,N
S07N-M01-S-MF01,M01,M,07,N
S07N-M01-S-MF02,M01,M,07,N
S07N-F01-T-FM01,F01,F,07,N
S07N-M01-T-MF01,M01,M,07,N
S07S-F01-P-FM01,F01,F,07,N
S07S-F01-P-FM02,F01,F,07,H
S07S-F01-P-FM03,F01,F,07,N
S07S-F01-P-MF01,F01,F,07,N
S07S-F01-P-MF02,F01,F,07,N
S07S-M01-P-FM01,M01,M,07,N
S07S-M01-P-MF01,M01,M,07,N
S07S-M01-P-MF02,M01,M,07,S
S07S-M01-P-MF03,M01,M,07,S
S07S-M01-R-MM01,M01,M,07,A
S07S-M01-R-MM02,M01,M,07,A
S07S-F01-S-FM01,F01,F,07,S
S07S-F01-S-FM02,F01,F,07,N
S07S-F01-S-FM03,F01,F,07,N
S07S-F01-S-MF01,F01,F,07,N
S07S-F01-S-MF02,F01,F,07,S
S07S-M01-S-FM01,M01,M,07,N
S07S-M01-S-FM02,M01,M,07,N
S07S-M01-S-MF01,M01,M,07,S
S07S-M01-S-MF02,M01,M,07,S
S07S-F01-T-FM01,F01,F,07,S
S07S-M01-T-MF01,M01,M,07,N
S08A-F01-P-FM02,F01,F,08,H
S08A-F01-P-FM03,F01,F,08,N
S08A-F01-P-FM04,F01,F,08,N
S08A-F01-P-FM05,F01,F,08,N
S08A-F01-P-FM06,F01,F,08,H
S08A-F01-P-MF01,F01,F,08,N
S08A-M01-P-FM01,M01,M,08,N
S08A-M01-P-FM02,M01,M,08,N
S08A-M01-P-FM03,M01,M,08,H
S08A-M01-P-MF02,M01,M,08,N
S08A-M01-R-MM01,M01,M,08,A
S08A-M01-R-MM02,M01,M,08,A
S08A-F01-S-FM01,F01,F,08,A
S08A-F01-S-FM02,F01,F,08,N
S08A-F01-S-FM03,F01,F,08,A
S08A-F01-S-MF01,F01,F,08,A
S08A-M01-S-FM01,M01,M,08,N
